subject_id,epoch_index,start_time,end_time,raw_stage,target_stage,delta_absolute,theta_absolute,alpha_absolute,beta_absolute,delta_relative,theta_relative,alpha_relative,beta_relative,spectral_entropy,dominant_frequency
SC4011,10,300.0,330.0,Sleep stage W,W,1.4057252086663278e-09,8.35072887055229e-11,1.0683076560652963e-11,4.9344766543171835e-12,0.9341297547341417,0.05549209947725953,0.007099097053880593,0.0032790487347180994,0.6071288150269968,1.171875
SC4011,11,330.0,360.0,Sleep stage W,W,4.871264346382671e-10,2.7369999416418758e-11,5.615402235332821e-12,3.769146156063715e-12,0.9298417979667777,0.052244689793135735,0.010718851081620923,0.007194661158465766,0.5799306809281568,0.5859375
SC4011,12,360.0,390.0,Sleep stage W,W,3.947186342836127e-10,2.0790042897564437e-11,3.27452083372779e-12,2.2140440455705783e-12,0.9375800951848328,0.04938284820064922,0.0077780101781697916,0.0052590464363482334,0.5935782836309831,1.171875
SC4011,13,390.0,420.0,Sleep stage W,W,3.095074925327638e-10,2.065346614587715e-11,5.016092386136336e-12,4.301052730257165e-12,0.9117156278203854,0.06083887565940637,0.014775893732353605,0.01266960278785461,0.5580022493821704,0.5859375
SC4011,14,420.0,450.0,Sleep stage W,W,7.156293501525659e-10,3.378272164845631e-11,4.9494071316768056e-12,5.207551381437964e-12,0.9421518276707533,0.04447617043375861,0.00651607284413619,0.006855929051352006,0.573075716433465,0.5859375
SC4011,15,450.0,480.0,Sleep stage W,W,3.925336152533785e-10,3.2315741669436276e-11,4.571336651050601e-12,3.0311268248691387e-12,0.9076932891424757,0.074726802258897,0.010570742069800241,0.007009166528827054,0.6201630639565315,1.07421875
SC4011,16,480.0,510.0,Sleep stage W,W,2.5268423635203617e-10,2.6715391634590617e-11,4.6544974584720595e-12,3.5768235309638435e-12,0.8785015564269655,0.0928807964848523,0.01618218580108157,0.012435461287100626,0.5932177401845217,0.5859375
SC4011,17,510.0,540.0,Sleep stage W,W,2.066676890060046e-10,2.950920623168447e-11,4.431825996264488e-12,3.381406017330011e-12,0.8470329981555326,0.12094426345904222,0.018163956247705813,0.01385878213771956,0.647090872941979,0.5859375
SC4011,18,540.0,570.0,Sleep stage W,W,6.86615308016137e-10,4.628917677516202e-11,9.821957342868712e-12,5.107916000138652e-12,0.9181382221179322,0.06189763317460305,0.013133867461468987,0.006830277245995833,0.5675265639842152,0.5859375
SC4011,19,570.0,600.0,Sleep stage W,W,6.220986202999301e-10,4.6410642736217945e-11,6.011971617176414e-12,4.5237692115631826e-12,0.9161375413399133,0.06834693204730868,0.00885356873691488,0.006661957875863107,0.5995258109082483,0.5859375
SC4011,20,600.0,630.0,Sleep stage W,W,8.733797811481125e-10,5.143636626851552e-11,9.791945313245844e-12,5.871649650522467e-12,0.9286534752333414,0.05469162593372589,0.010411649365739654,0.006243249467193264,0.5969447751738081,0.5859375
SC4011,21,630.0,660.0,Sleep stage W,W,6.903785165788054e-10,5.652297182199993e-11,9.14594749223496e-12,7.520773265867713e-12,0.9041478001543266,0.07402478409134082,0.011977905028693482,0.009849510725639112,0.6165675960034591,0.5859375
SC4011,22,660.0,690.0,Sleep stage W,W,5.274423158610856e-10,3.5000028949288955e-11,7.393503814556183e-12,5.026967554837135e-12,0.917509884125375,0.060884141336328745,0.012861335968274087,0.008744638570022122,0.5685023107169505,0.5859375
SC4011,23,690.0,720.0,Sleep stage W,W,4.642048823116587e-10,3.371841044638376e-11,6.87106533251836e-12,3.830446348550859e-12,0.912666622351544,0.06629328761023931,0.013509103906356784,0.007530986131859811,0.5990620534136981,0.68359375
SC4011,24,720.0,750.0,Sleep stage W,W,8.437729340507669e-10,3.866637120562446e-11,6.2005137801035206e-12,4.229381778989715e-12,0.945012923819215,0.04330575090988611,0.006944481649093061,0.004736843621805849,0.542465014720106,0.5859375
SC4011,25,750.0,780.0,Sleep stage W,W,3.499734358322131e-10,4.7190668715099105e-11,7.0709662839033e-12,3.9208920754170936e-12,0.8574502583275281,0.1156192068812043,0.017324177340319328,0.009606357450948264,0.654851821864593,1.3671875
SC4011,26,780.0,810.0,Sleep stage W,W,3.1825356528460273e-10,3.309361214083221e-11,5.734454052432671e-12,5.029749784512757e-12,0.8788830778395255,0.09139069870011371,0.015836160775840328,0.013890062684520475,0.6390207160830652,0.5859375
SC4011,27,810.0,840.0,Sleep stage W,W,3.39328285414353e-10,3.69303028509454e-11,4.831423160016627e-12,3.971117777678006e-12,0.8812322503616536,0.09590763660664595,0.012547158862845492,0.010312954168854962,0.6307676159826122,0.5859375
SC4011,28,840.0,870.0,Sleep stage W,W,3.4977092595609496e-10,3.906806321660995e-11,5.4548226710011e-12,3.5634205222122003e-12,0.8791367794827538,0.0981961870701352,0.013710502731251541,0.00895653071585951,0.5831542728083514,0.5859375
SC4011,29,870.0,900.0,Sleep stage W,W,6.568612172154076e-10,7.101318321116188e-11,9.131848626673312e-12,6.292759620743813e-12,0.8837106057590736,0.0955378419484863,0.01228556545899898,0.008465986833441129,0.6095381995013819,0.5859375
SC4011,30,900.0,930.0,Sleep stage W,W,1.036347757494071e-10,1.1162016456734043e-11,2.8831316891383675e-12,4.3923124206618e-12,0.8489627033716718,0.09143779776299882,0.02361824257627581,0.03598125628905359,0.6624106157000894,0.5859375
SC4011,31,930.0,960.0,Sleep stage W,W,3.743154061000003e-10,3.1278451498414575e-11,7.59120653754062e-12,1.5086054952405747e-11,0.8740150559224874,0.0730342301974399,0.01772523571913892,0.0352254781609338,0.6492033582971988,0.5859375
SC4011,32,960.0,990.0,Sleep stage W,W,1.0498993467671036e-09,6.615875882824204e-11,1.1845641531306782e-11,1.981890005776751e-11,0.9147674739561031,0.05764350733214331,0.010320996593006485,0.017268022118747076,0.5797185093268145,0.68359375
SC4011,33,990.0,1020.0,Sleep stage W,W,8.731787267517943e-10,3.99096754386444e-11,8.071357856397088e-12,5.337805755554374e-12,0.9424511828000117,0.04307585568676671,0.008711688140709701,0.005761273372511869,0.5649858657516363,0.5859375
SC4011,34,1020.0,1050.0,Sleep stage W,W,8.942100152179968e-10,4.220699391606946e-11,6.613792411103719e-12,6.3802302334808545e-12,0.9418576204478696,0.0444559758664251,0.006966205562951245,0.0067201981227540284,0.5817414435454361,0.5859375
SC4011,35,1050.0,1080.0,Sleep stage W,W,1.0630648404877259e-09,6.321292836062678e-11,8.622406503631841e-12,1.221516852683362e-11,0.9267288125474055,0.05510599147499906,0.007516599398344999,0.01064859657925039,0.6031415653602318,0.5859375
SC4011,36,1080.0,1110.0,Sleep stage W,W,7.493174338156303e-10,7.403732471783008e-11,9.778108153834991e-12,5.387273345587872e-12,0.893618886466156,0.08829522534178684,0.011661148834721531,0.006424739357335657,0.6266839256296165,0.5859375
SC4011,37,1110.0,1140.0,Sleep stage W,W,9.516296595145609e-10,7.494597729556312e-11,9.607957882093191e-12,8.180243150758366e-12,0.9112051040373561,0.07176232513982504,0.009199818620623083,0.007832752202195937,0.6277505586480098,0.5859375
SC4011,38,1140.0,1170.0,Sleep stage W,W,6.783534378089556e-10,5.944871073991032e-11,7.071310149635488e-12,6.961012365295748e-12,0.9022643466308871,0.07907154171289092,0.009405408267101721,0.009258703389120168,0.5966010985947446,1.171875
SC4011,39,1170.0,1200.0,Sleep stage W,W,8.577821578989572e-10,5.311557706600178e-11,8.077614006720888e-12,6.5869028507474116e-12,0.926768735663094,0.05738736315295647,0.008727250912422269,0.007116650271527208,0.5811031353882603,0.5859375
SC4011,40,1200.0,1230.0,Sleep stage W,W,5.813589350367129e-10,4.127169851529551e-11,9.442433512117982e-12,9.637561806913007e-12,0.9059518556822049,0.06431512376209936,0.014714472672410057,0.015018547883285579,0.6230921793677665,1.171875
SC4011,41,1230.0,1260.0,Sleep stage W,W,3.9103050352772467e-10,5.1343082779195984e-11,7.405329429706404e-12,5.230882266730416e-12,0.8593891939110272,0.11283951027977014,0.016275098826886714,0.011496196982316012,0.6525213151425947,0.5859375
SC4011,42,1260.0,1290.0,Sleep stage W,W,3.938795007962871e-10,4.233061219644099e-11,3.927180164240497e-12,3.643943614206597e-12,0.8875532991481146,0.09538621439794609,0.008849360538119034,0.008211125915820336,0.6501030278450408,1.26953125
SC4011,43,1290.0,1320.0,Sleep stage W,W,6.54019058567152e-10,4.3767449828234546e-11,8.354264422926388e-12,5.582838644710246e-12,0.9189228065972782,0.06149500890980127,0.011738074005656936,0.007844110487263632,0.5822909768099164,0.5859375
SC4011,44,1320.0,1350.0,Sleep stage W,W,8.029026180703485e-10,4.8602651412088125e-11,1.0169360037910753e-11,2.085191888776829e-11,0.9097772973726499,0.055072169216616375,0.011523007501875212,0.023627525908858582,0.577406572574033,0.5859375
SC4011,45,1350.0,1380.0,Sleep stage W,W,1.5692819384147674e-09,8.24668079478459e-11,1.1665481668014877e-11,7.655466158330595e-12,0.9390882641650724,0.04934971188491965,0.006980846884232816,0.004581177065775296,0.599222216891781,1.07421875
SC4011,46,1380.0,1410.0,Sleep stage W,W,1.4010058858980192e-09,7.847713099566458e-11,1.4573615044944714e-11,1.358370286211641e-11,0.9292706314355678,0.052052952673249074,0.009666506466126625,0.009009909425056395,0.6004642839980434,1.171875
SC4011,47,1410.0,1440.0,Sleep stage W,W,6.0066691492771e-10,5.158173293864254e-11,7.930376287712692e-12,6.5618409465961275e-12,0.9009001043261751,0.07736398897771922,0.011894240630526527,0.009841666065579246,0.633007025703978,0.5859375
SC4011,48,1440.0,1470.0,Sleep stage W,W,7.745646453230393e-10,5.463631670146977e-11,1.0266651656008572e-11,5.762294298423961e-12,0.9163952174564287,0.06464077546914136,0.012146578769979304,0.006817428304450776,0.6276689791978745,0.5859375
SC4011,49,1470.0,1500.0,Sleep stage W,W,7.593887348145504e-10,4.3946801727959e-11,7.917038590726951e-12,9.336997411130008e-12,0.9254184554892001,0.053555154974361995,0.009647988294780465,0.011378401241657492,0.6050563439422264,0.9765625
SC4011,50,1500.0,1530.0,Sleep stage W,W,9.967801927541388e-10,6.17015569888643e-11,8.19318471138107e-12,7.075190939504591e-12,0.9283167183691693,0.057463608645661426,0.007630438886678151,0.006589234098491179,0.6088937494100599,0.5859375
SC4011,51,1530.0,1560.0,Sleep stage W,W,7.537892345841448e-10,6.257262854155488e-11,1.509431397692836e-11,8.712814766077188e-12,0.8971876394861534,0.07447624126472549,0.017965807025745576,0.0103703122233756,0.6252020530791926,1.171875
SC4011,52,1560.0,1590.0,Sleep stage W,W,8.287912296444188e-10,6.706824605056146e-11,1.3080337884915532e-11,7.959177474344143e-12,0.9039067964198371,0.07314682064754718,0.014265843907054484,0.008680539025561335,0.628241908305089,0.5859375
SC4011,53,1590.0,1620.0,Sleep stage W,W,7.093988230188828e-10,7.832540165071206e-11,1.3237089907988283e-11,8.086994783415279e-12,0.8768312285074539,0.09681177346823078,0.016361309645950794,0.009995688378364625,0.6499917239535239,0.5859375
SC4011,54,1620.0,1650.0,Sleep stage W,W,7.741386323655591e-10,6.721175860393366e-11,8.064034700221499e-12,8.753694397101477e-12,0.902082720464244,0.07832003663652834,0.009396800593796988,0.010200442305430697,0.6027792077758218,0.5859375
SC4011,55,1650.0,1680.0,Sleep stage W,W,8.543890885077892e-10,6.017161286438095e-11,9.244938350661435e-12,7.080156050529302e-12,0.9178237463576079,0.06463909228993188,0.009931334641303587,0.007605826711156606,0.6375091843160294,1.3671875
SC4011,56,1680.0,1710.0,Sleep stage W,W,5.274790729826935e-10,3.893933000012654e-11,8.117727913939813e-12,5.843380195639492e-12,0.9088519889164663,0.06709287501695972,0.013986930549392585,0.01006820551718132,0.6254928695340698,0.5859375
SC4011,57,1710.0,1740.0,Sleep stage W,W,3.7037531767655823e-10,5.4681408130562146e-11,1.2449569134471926e-11,1.1214306437810992e-11,0.8254029713322604,0.12186070343654179,0.02774459005492716,0.02499173517627074,0.7020270955055471,0.9765625
SC4011,58,1740.0,1770.0,Sleep stage W,W,2.51244000013196e-10,4.70165573728541e-11,8.52392974356954e-12,5.569894448485887e-12,0.8043556128261687,0.1505231242005082,0.027289291414783937,0.017831971558539227,0.6896055088860582,0.5859375
SC4011,59,1770.0,1800.0,Sleep stage W,W,3.24375402952845e-10,4.563625350038955e-11,8.590781329606128e-12,5.035516604401135e-12,0.8455247955613444,0.11895656563303587,0.022392939049337767,0.013125699756281976,0.6570604259187699,0.5859375
SC4011,60,1800.0,1830.0,Sleep stage W,W,2.859371845272065e-10,3.2618226883874037e-11,6.561777817819805e-12,4.572684343833978e-12,0.8672913772831565,0.09893608963600148,0.019902879474920185,0.013869653605921803,0.6624647653544433,1.26953125
SC4011,61,1830.0,1860.0,Sleep stage W,W,2.437367499636033e-10,2.1626729298426747e-11,3.696728183465509e-12,2.4626105121609557e-12,0.897665808704201,0.07964976741586187,0.013614797501261964,0.009069626378675089,0.6399330075062856,0.5859375
SC4011,62,1860.0,1890.0,Sleep stage W,W,8.439813901846304e-11,1.2036924141483104e-11,2.895170556375626e-12,3.4637664935561623e-12,0.8210414892517515,0.11709753601286957,0.02816478150927544,0.03369619322610342,0.6992997760577908,0.78125
SC4011,63,1890.0,1920.0,Sleep stage W,W,3.115001145226973e-10,3.74813579974704e-11,5.983079753748654e-12,4.22648739928004e-12,0.8672268517781239,0.10434936804540601,0.016657096344029777,0.011766683832440348,0.6580305912660325,1.07421875
SC4011,64,1920.0,1950.0,Sleep stage W,W,4.792912355504313e-10,3.358389448611608e-11,6.219780079689568e-12,4.108245136537777e-12,0.9160709960146775,0.06418901367269224,0.011887887175842066,0.007852103136788162,0.5927718282710407,0.5859375
SC4011,65,1950.0,1980.0,Sleep stage W,W,1.4589172186868678e-10,1.3873178243001856e-11,3.920351846812496e-12,3.718414958701301e-12,0.871496572060423,0.08287260666675542,0.023418554199003863,0.022212267073817574,0.5972454326801242,0.5859375
SC4011,66,1980.0,2010.0,Sleep stage W,W,1.5618563442530241e-10,2.0812431991997737e-11,4.763077801903334e-12,3.2161327360766717e-12,0.8443503818204743,0.11251345210919783,0.025749529241123215,0.0173866368292047,0.6601652650623461,0.9765625
SC4011,67,2010.0,2040.0,Sleep stage W,W,4.023580999803411e-10,4.542744944409847e-11,7.151271460076954e-12,4.082108396870548e-12,0.8765610181049596,0.09896639669134562,0.015579469612010472,0.008893115591684325,0.6505048696607802,0.5859375
SC4011,68,2040.0,2070.0,Sleep stage W,W,2.0078310887345707e-10,3.6719701802047284e-11,6.526380775968865e-12,3.6145068934308183e-12,0.8107741493741456,0.14827634237195966,0.026353914190375617,0.014595594063519192,0.6994041183653864,0.5859375
SC4011,69,2070.0,2100.0,Sleep stage W,W,1.5673182502417727e-10,1.7417792838159246e-11,4.989687754152988e-12,4.336041898162972e-12,0.8542391506393554,0.09493260579200294,0.027195412472264202,0.023632831096377635,0.6368027359919994,0.5859375
SC4011,70,2100.0,2130.0,Sleep stage W,W,1.4559875583513629e-10,2.011190010205011e-11,4.559181532705727e-12,3.4293027350141343e-12,0.8382238142536513,0.11578583566000883,0.026247576858051423,0.019742773228288386,0.6793482961196555,0.5859375
SC4011,71,2130.0,2160.0,Sleep stage W,W,3.316462571413557e-10,3.8791408260001634e-11,7.198577879795653e-12,3.853320212167131e-12,0.8693455572007092,0.1016840615632749,0.018869658749974427,0.01010072248604149,0.6563709094553462,1.26953125
SC4011,72,2160.0,2190.0,Sleep stage W,W,2.233349997619275e-10,5.0551531014732385e-11,1.5862902337970032e-11,3.861958059542561e-12,0.7606482802618632,0.17217155919112428,0.054026862767596225,0.013153297779416257,0.7211415131160426,1.171875
SC4011,73,2190.0,2220.0,Sleep stage W,W,1.4662136174562635e-10,4.269434231903245e-11,1.0640222495787811e-11,3.750351909148379e-12,0.7197684963230573,0.20958775860904538,0.05223315931018769,0.018410585757709735,0.7363617344200105,1.26953125
SC4011,74,2220.0,2250.0,Sleep stage W,W,6.448223750742367e-10,5.030054281611683e-11,5.649440880056156e-12,2.5379209437925458e-12,0.9168391159251467,0.07151970370254934,0.008032643689428041,0.0036085366828760954,0.6296291432627983,1.07421875
SC4011,75,2250.0,2280.0,Sleep stage W,W,1.0846939695590129e-09,8.483683918818966e-11,8.028856324953308e-12,4.401589915688292e-12,0.9177068748925855,0.07177632839501338,0.0067928253071509355,0.0037239714052501325,0.6091619106341445,1.171875
SC4011,76,2280.0,2310.0,Sleep stage W,W,6.990173592729485e-10,7.48910428721836e-11,6.344727269883014e-12,3.1220656173178732e-12,0.8923149005810649,0.09560047771118481,0.00809921900784865,0.00398540269990169,0.6499188479971161,1.171875
SC4011,77,2310.0,2340.0,Sleep stage W,W,9.243816203043253e-10,1.0370905741349003e-10,8.180515500389671e-12,3.868582588501516e-12,0.8887090387322203,0.09970684693127504,0.00786482325805209,0.0037192910784525474,0.6295110842520899,1.171875
SC4011,78,2340.0,2370.0,Sleep stage W,W,9.828058401606922e-10,9.548533704134041e-11,8.521517063275139e-12,4.134400761259471e-12,0.9008739696371422,0.08752517649722978,0.007811118524558351,0.003789735341069668,0.6273745728259139,1.26953125
SC4011,79,2370.0,2400.0,Sleep stage W,W,1.067529724793877e-09,9.582364598869027e-11,8.350695667224534e-12,3.2880279133544793e-12,0.9085420488488354,0.08155258784156104,0.007107022853418148,0.002798340456185463,0.64021887472183,1.171875
SC4011,80,2400.0,2430.0,Sleep stage W,W,1.1844434090333586e-09,1.1751068556737948e-10,1.1622227013141566e-11,3.6036783616819694e-12,0.8992266881180507,0.08921383984691517,0.008823567783717639,0.0027359042513163197,0.6557488475530581,1.07421875
SC4011,81,2430.0,2460.0,Sleep stage W,W,1.612120212104455e-09,1.217682438956242e-10,1.2960185992903314e-11,4.236498248719134e-12,0.9206406787747251,0.06953873406681789,0.007401231210901844,0.0024193559475551092,0.6162267589730555,1.26953125
SC4011,82,2460.0,2490.0,Sleep stage W,W,9.784038872134262e-10,1.2830305831722788e-10,6.554625546718962e-12,3.3604892484306016e-12,0.8762175869317425,0.1149028510862414,0.005870048407252924,0.0030095135747632384,0.6478231554137646,2.1484375
SC4011,83,2490.0,2520.0,Sleep stage W,W,7.277338380029772e-10,9.080632102744151e-11,7.583786368083623e-12,5.075710404873306e-12,0.8755223043248302,0.10924730345283273,0.009123904605992288,0.006106487616344718,0.6571074012356564,2.1484375
SC4011,84,2520.0,2550.0,Sleep stage W,W,1.2317147381967288e-10,1.4140793862894431e-11,2.5711116674969412e-12,1.7690999529357068e-12,0.8695327778640888,0.09982736576496304,0.018150841271173498,0.012489015099774823,0.6856938188768614,1.171875
SC4011,85,2550.0,2580.0,Sleep stage W,W,7.853801904783071e-10,1.0802588439824327e-10,8.049680003864064e-12,1.4423521978933997e-11,0.8575149698456579,0.11794773299017748,0.008789018604577788,0.015748278559586864,0.6707266566411042,1.953125
SC4011,86,2580.0,2610.0,Sleep stage W,W,1.1193541884895381e-09,1.1100463538333042e-10,1.0905895854488526e-11,3.446525363908743e-12,0.8992882428787441,0.0891810336100814,0.008761787842359274,0.0027689356688153275,0.6482443627212358,1.85546875
SC4011,87,2610.0,2640.0,Sleep stage W,W,1.1963550579789667e-09,9.893751544252584e-11,1.0905410241873478e-11,3.652453507576366e-12,0.9133524133968252,0.0755334446093054,0.008325691187634628,0.002788450806234836,0.6130252606368429,1.171875
SC4011,88,2640.0,2670.0,Sleep stage W,W,1.102447035397258e-09,1.0387026265225122e-10,9.07500104143019e-12,4.2601508430151874e-12,0.9039026121391851,0.0851638207735949,0.0074406451132218955,0.003492921973998314,0.6293621320117202,1.26953125
SC4011,89,2670.0,2700.0,Sleep stage W,W,1.4208825621640964e-09,1.452816334907016e-10,1.2691227530001584e-11,4.6838167495674054e-12,0.8972828246573717,0.09174489007087888,0.008014469872263853,0.0029578153994854815,0.6254094811717333,1.26953125
SC4011,90,2700.0,2730.0,Sleep stage W,W,1.1050339121808769e-09,1.1555453372962357e-10,1.0381081655593786e-11,3.5325798824684673e-12,0.8951251727425017,0.09360416076441436,0.008409124288211334,0.0028615422048727914,0.632130758475795,1.953125
SC4011,91,2730.0,2760.0,Sleep stage W,W,9.47866294873612e-10,1.245798822885245e-10,1.1153537720187293e-11,4.691197796856024e-12,0.8709677567187737,0.11447296015899908,0.01024867302505472,0.00431061009717257,0.6706594520209108,1.26953125
SC4011,92,2760.0,2790.0,Sleep stage W,W,1.1497885992319886e-09,1.3695664720440214e-10,9.707295730044734e-12,3.2306634327229926e-12,0.8846683517018533,0.10537694617763767,0.0074689706600999245,0.002485731460408958,0.6631426367487653,1.171875
SC4011,93,2790.0,2820.0,Sleep stage W,W,1.3069518088213106e-09,1.502215383297132e-10,1.4424559043662954e-11,9.435391489828859e-12,0.8824594361684046,0.10143022345586242,0.00973952379478211,0.006370816580950871,0.6446400873393023,2.05078125
SC4011,94,2820.0,2850.0,Sleep stage W,W,1.1103103981560196e-09,1.1298968364723172e-10,9.241535251250984e-12,4.859714630726549e-12,0.8972920666279527,0.0913120753582429,0.007468502752186996,0.003927355261617552,0.6393607548178697,1.07421875
SC4011,95,2850.0,2880.0,Sleep stage W,W,1.0027973447941161e-09,1.1908562176560787e-10,1.0336049117588885e-11,4.577120043536378e-12,0.8821259267900627,0.10475547727833799,0.009092262713432548,0.004026333218166684,0.6599980129714812,1.953125
SC4011,96,2880.0,2910.0,Sleep stage W,W,1.526161248619596e-09,1.2390725075192066e-10,9.493867798226784e-12,3.4065044748136273e-12,0.9177329020658889,0.07450966332844539,0.005708987077333582,0.002048447528332168,0.6235271509034859,1.171875
SC4011,97,2910.0,2940.0,Sleep stage W,W,1.058822886759906e-09,1.1830391858135109e-10,9.030737249823616e-12,3.5445166444602244e-12,0.8899899588643788,0.09943995445159509,0.007590755332159749,0.0029793313518661985,0.6468113953004848,1.07421875
SC4011,98,2940.0,2970.0,Sleep stage W,W,1.32999755063831e-09,1.4607541816007013e-10,1.2653686108340358e-11,4.51326865379554e-12,0.8906790728358193,0.09782447941236698,0.008473980576522905,0.0030224671752908916,0.6534729025264283,1.26953125
SC4011,99,2970.0,3000.0,Sleep stage W,W,1.2444468002003512e-09,1.5453223673406167e-10,1.0922402715336609e-11,4.107727506416271e-12,0.8800839691182231,0.10928658761445982,0.007724421431654212,0.0029050218356629696,0.6255683353667217,1.26953125
SC4011,100,3000.0,3030.0,Sleep stage W,W,9.958589618168547e-10,1.0263422443476876e-10,9.627669699054027e-12,4.065158220427627e-12,0.895406837640422,0.09228152766447117,0.008656528293272398,0.0036551064018345222,0.6380659299166903,1.07421875
SC4011,101,3030.0,3060.0,Sleep stage W,W,1.4595889876376015e-09,1.5923754132597537e-10,1.3977038755689545e-11,4.687309344767414e-12,0.8913570194996111,0.09724484182255899,0.00853564374095928,0.0028624949368704893,0.642694776878407,1.26953125
SC4011,102,3060.0,3090.0,Sleep stage W,W,1.053315654813328e-09,1.3193893876919663e-10,1.0341430684055443e-11,6.5355449886722966e-12,0.8762066330775098,0.10975415848278218,0.008602578077591117,0.005436630362116863,0.6373944987422483,1.953125
SC4011,103,3090.0,3120.0,Sleep stage W,W,8.373794019640444e-10,9.140204445815734e-11,8.621611475853211e-12,7.436137222582277e-12,0.8862665798460314,0.09673820151638302,0.009124951124357624,0.007870267513227823,0.6430897356698407,1.3671875
SC4011,104,3120.0,3150.0,Sleep stage W,W,1.7229325712960436e-09,1.4003821206251132e-10,1.731787936375285e-11,1.0377857916511947e-11,0.9112831652161999,0.07406817148017997,0.009159668918187366,0.00548899438543264,0.6276893291370877,1.07421875
SC4011,105,3150.0,3180.0,Sleep stage W,W,1.2220655733634394e-09,1.3622756339288037e-10,1.1668832729816312e-11,8.409905317029083e-12,0.8866007756709003,0.09883222799531802,0.008465663688533001,0.006101332645248612,0.6511219404116003,0.5859375
SC4011,106,3180.0,3210.0,Sleep stage W,W,6.675644922010351e-10,6.301753333293948e-11,7.811933982405959e-12,8.32909885323477e-12,0.8939920693738668,0.08439210846191234,0.010461621473779617,0.011154200690441254,0.5812345009589139,0.5859375
SC4011,107,3210.0,3240.0,Sleep stage W,W,4.950780999713125e-10,3.300246436255209e-11,6.546143708692903e-12,4.969824377526208e-12,0.9174968151683507,0.061161372209966675,0.012131552586769841,0.009210260034912768,0.6254687622443741,0.5859375
SC4011,108,3240.0,3270.0,Sleep stage W,W,7.292929361918152e-10,6.23494609728919e-11,6.4857667930914714e-12,4.673946182779616e-12,0.9084342541951081,0.0776647945805398,0.008078910993340255,0.005822040231011805,0.627594898820168,0.5859375
SC4011,109,3270.0,3300.0,Sleep stage W,W,6.034441418193959e-10,6.035176274803565e-11,8.022095103526534e-12,6.4607706576362545e-12,0.8896698057158055,0.08897781471001671,0.01182713576549094,0.009525243808686969,0.6445586914436638,0.5859375
SC4011,110,3300.0,3330.0,Sleep stage W,W,5.992022447069322e-10,4.832829699079431e-11,7.083888093564474e-12,5.993561416715895e-12,0.9070466186932036,0.07315729999332855,0.01072328550039286,0.009072795813075006,0.6145434964586078,0.9765625
SC4011,111,3330.0,3360.0,Sleep stage W,W,5.853981414058596e-10,3.13873021575143e-11,5.634852561980024e-12,3.6336740621348298e-12,0.9350601853551801,0.05013513794683632,0.009000585940366318,0.005804090757617316,0.5927947336712462,0.5859375
